scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2025-06-13 05:29:59 UTC,2018-03-31 14:00:00 UTC,Newcastle,Huddersfield,Premier League 2017/2018,1,0,"0:0, 1:0",St. James' Park,Newcastle,England,"[{'1': '1.74', 'X': '3.55', '2': '5.40', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.75', 'X': '3.60', '2': '5.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.72', 'X': '3.51', '2': '5.14', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.78', 'X': '3.63', '2': '5.45', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:29:59 UTC,2017-11-18 12:30:00 UTC,Arsenal,Tottenham,Premier League 2017/2018,2,0,"2:0, 0:0",Emirates Stadium,London,England,"[{'1': '2.50', 'X': '3.45', '2': '2.85', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.48', 'X': '3.45', '2': '2.85', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.48', 'X': '3.34', '2': '2.81', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.49', 'X': '3.50', '2': '3.00', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:03 UTC,2017-10-01 15:30:00 UTC,Newcastle,Liverpool,Premier League 2017/2018,1,1,"1:1, 0:0",St. James' Park,Newcastle,England,"[{'1': '4.85', 'X': '4.00', '2': '1.71', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '4.75', 'X': '4.00', '2': '1.72', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.60', 'X': '3.98', '2': '1.69', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '5.02', 'X': '4.14', '2': '1.72', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:04 UTC,2018-05-04 19:00:00 UTC,Brighton,Manchester Utd,Premier League 2017/2018,1,0,"0:0, 1:0",Amex Stadium,Brighton,England,"[{'1': '4.95', 'X': '3.40', '2': '1.83', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '5.00', 'X': '3.45', '2': '1.81', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.46', 'X': '3.40', '2': '1.85', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '5.20', 'X': '3.43', '2': '1.86', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:04 UTC,2017-08-20 15:00:00 UTC,Tottenham,Chelsea,Premier League 2017/2018,1,2,"0:1, 1:1",Wembley Stadium,London,England,"[{'1': '2.10', 'X': '3.35', '2': '3.75', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.10', 'X': '3.40', '2': '3.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.11', 'X': '3.31', '2': '3.52', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.16', 'X': '3.36', '2': '3.84', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:08 UTC,2017-09-30 14:00:00 UTC,Stoke,Southampton,Premier League 2017/2018,2,1,"1:0, 1:1",Bet365 Stadium,Stoke on Trent,England,"[{'1': '2.90', 'X': '3.30', '2': '2.55', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.90', 'X': '3.30', '2': '2.55', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.83', 'X': '3.21', '2': '2.53', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.95', 'X': '3.32', '2': '2.63', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:08 UTC,2018-02-10 15:00:00 UTC,Stoke,Brighton,Premier League 2017/2018,1,1,"0:1, 1:0",Bet365 Stadium,Stoke on Trent,England,"[{'1': '2.35', 'X': '3.20', '2': '3.35', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.32', 'X': '3.20', '2': '3.40', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.34', 'X': '3.14', '2': '3.17', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.43', 'X': '3.18', '2': '3.39', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:09 UTC,2018-05-13 14:00:00 UTC,Newcastle,Chelsea,Premier League 2017/2018,3,0,"1:0, 2:0",St. James' Park,Newcastle,England,"[{'1': '4.75', 'X': '3.75', '2': '1.77', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '4.80', 'X': '3.80', '2': '1.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.34', 'X': '3.84', '2': '1.76', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '4.85', 'X': '3.72', '2': '1.80', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:13 UTC,2018-05-05 11:30:00 UTC,Stoke,Crystal Palace,Premier League 2017/2018,1,2,"1:0, 0:2",Bet365 Stadium,Stoke on Trent,England,"[{'1': '2.50', 'X': '3.40', '2': '2.85', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.50', 'X': '3.45', '2': '2.85', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.45', 'X': '3.36', '2': '2.83', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.58', 'X': '3.51', '2': '2.87', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:13 UTC,2017-11-18 15:00:00 UTC,Crystal Palace,Everton,Premier League 2017/2018,2,2,"2:2, 0:0",Selhurst Park,London,England,"[{'1': '2.20', 'X': '3.20', '2': '3.65', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.20', '2': '3.65', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.18', 'X': '3.15', '2': '3.51', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.24', 'X': '3.25', '2': '3.75', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:13 UTC,2017-12-30 15:00:00 UTC,Chelsea,Stoke,Premier League 2017/2018,5,0,"3:0, 2:0",Stamford Bridge,London,England,"[{'1': '1.14', 'X': '8.75', '2': '20.25', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.14', 'X': '9.00', '2': '19.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.12', 'X': '8.44', '2': '20.34', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.15', 'X': '9.75', '2': '21.00', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:18 UTC,2017-11-04 15:00:00 UTC,Southampton,Burnley,Premier League 2017/2018,0,1,"0:0, 0:1",St. Mary's Stadium,Southampton,England,"[{'1': '1.65', 'X': '3.60', '2': '6.35', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.62', 'X': '3.65', '2': '6.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.62', 'X': '3.65', '2': '5.93', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.67', 'X': '3.70', '2': '6.58', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:17 UTC,2018-03-31 14:00:00 UTC,West Brom,Burnley,Premier League 2017/2018,1,2,"0:1, 1:1",The Hawthorns,West Bromwich,England,"[{'1': '2.55', 'X': '3.05', '2': '3.10', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.55', 'X': '3.05', '2': '3.10', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.45', 'X': '2.99', '2': '3.15', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.62', 'X': '3.10', '2': '3.16', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:18 UTC,2018-04-07 14:00:00 UTC,Brighton,Huddersfield,Premier League 2017/2018,1,1,"1:1, 0:0",Amex Stadium,Brighton,England,"[{'1': '1.71', 'X': '3.60', '2': '5.55', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.65', '2': '5.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.69', 'X': '3.49', '2': '5.48', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.76', 'X': '3.70', '2': '5.46', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:22 UTC,2018-01-13 15:00:00 UTC,Watford,Southampton,Premier League 2017/2018,2,2,"0:2, 2:0",Vicarage Road,Watford,England,"[{'1': '2.70', 'X': '3.30', '2': '2.75', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.65', 'X': '3.30', '2': '2.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.62', 'X': '3.31', '2': '2.66', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.79', 'X': '3.35', '2': '2.75', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:22 UTC,2018-04-01 15:00:00 UTC,Chelsea,Tottenham,Premier League 2017/2018,1,3,"1:1, 0:2",Stamford Bridge,London,England,"[{'1': '2.30', 'X': '3.35', '2': '3.25', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.30', 'X': '3.35', '2': '3.25', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.27', 'X': '3.37', '2': '3.10', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.30', 'X': '3.43', '2': '3.40', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:22 UTC,2017-12-13 19:45:00 UTC,Newcastle,Everton,Premier League 2017/2018,0,1,"0:1, 0:0",St. James' Park,Newcastle,England,"[{'1': '2.20', 'X': '3.25', '2': '3.60', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.25', 'X': '3.25', '2': '3.45', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.14', 'X': '3.22', '2': '3.54', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.19', 'X': '3.32', '2': '3.81', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:27 UTC,2017-08-21 19:00:00 UTC,Manchester City,Everton,Premier League 2017/2018,1,1,"0:1, 1:0",Etihad Stadium,Manchester,England,"[{'1': '1.27', 'X': '5.90', '2': '11.25', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.28', 'X': '6.00', '2': '10.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.27', 'X': '5.58', '2': '10.56', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.30', 'X': '6.15', '2': '11.10', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:27 UTC,2017-11-25 15:00:00 UTC,Manchester Utd,Brighton,Premier League 2017/2018,1,0,"0:0, 1:0",Old Trafford,Manchester,England,"[{'1': '1.19', 'X': '6.90', '2': '18.25', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.18', 'X': '7.00', '2': '18.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.18', 'X': '6.50', '2': '17.25', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.20', 'X': '7.45', '2': '19.00', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:26 UTC,2018-05-13 14:00:00 UTC,Crystal Palace,West Brom,Premier League 2017/2018,2,0,"0:0, 2:0",Selhurst Park,London,England,"[{'1': '1.77', 'X': '3.75', '2': '4.75', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.77', 'X': '3.85', '2': '4.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.75', 'X': '3.81', '2': '4.43', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.79', 'X': '3.85', '2': '4.82', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:32 UTC,2018-01-02 19:45:00 UTC,Swansea,Tottenham,Premier League 2017/2018,0,2,"0:1, 0:1",Swansea.com Stadium,Swansea,Wales,"[{'1': '7.75', 'X': '4.25', '2': '1.47', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '8.00', 'X': '4.50', '2': '1.45', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.75', 'X': '4.24', '2': '1.48', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '8.02', 'X': '4.51', '2': '1.48', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:31 UTC,2018-02-03 17:30:00 UTC,Arsenal,Everton,Premier League 2017/2018,5,1,"4:0, 1:1",Emirates Stadium,London,England,"[{'1': '1.33', 'X': '5.35', '2': '9.50', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.32', 'X': '5.50', '2': '10.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.23', '2': '8.48', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.37', 'X': '5.45', '2': '9.50', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:32 UTC,2017-11-04 15:00:00 UTC,Huddersfield,West Brom,Premier League 2017/2018,1,0,"1:0, 0:0",John Smith's Stadium,Huddersfield,England,"[{'1': '2.90', 'X': '2.90', '2': '2.85', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.90', 'X': '2.90', '2': '2.85', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.84', 'X': '2.84', '2': '2.82', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.99', 'X': '2.92', '2': '2.91', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:36 UTC,2018-05-05 14:00:00 UTC,Leicester,West Ham,Premier League 2017/2018,0,2,"0:1, 0:1",King Power Stadium,Leicester,England,"[{'1': '2.20', 'X': '3.45', '2': '3.35', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.32', 'X': '3.40', '2': '3.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.41', '2': '3.21', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.21', 'X': '3.56', '2': '3.48', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:36 UTC,2018-05-10 18:45:00 UTC,West Ham,Manchester Utd,Premier League 2017/2018,0,0,"0:0, 0:0",London Stadium,London,England,"[{'1': '4.55', 'X': '3.75', '2': '1.80', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.80', '2': '1.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.40', 'X': '3.67', '2': '1.79', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '4.61', 'X': '3.84', '2': '1.84', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:36 UTC,2017-12-30 15:00:00 UTC,Watford,Swansea,Premier League 2017/2018,1,2,"1:0, 0:2",Vicarage Road,Watford,England,"[{'1': '1.80', 'X': '3.50', '2': '4.95', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.78', 'X': '3.55', '2': '5.10', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.80', 'X': '3.47', '2': '4.63', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.57', '2': '5.01', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:41 UTC,2017-08-26 14:00:00 UTC,Crystal Palace,Swansea,Premier League 2017/2018,0,2,"0:1, 0:1",Selhurst Park,London,England,"[{'1': '2.00', 'X': '3.40', '2': '4.15', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.02', 'X': '3.25', '2': '4.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.02', 'X': '3.25', '2': '3.89', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.12', 'X': '3.30', '2': '4.09', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:41 UTC,2018-03-17 15:00:00 UTC,Stoke,Everton,Premier League 2017/2018,1,2,"0:0, 1:2",Bet365 Stadium,Stoke on Trent,England,"[{'1': '2.75', 'X': '3.20', '2': '2.75', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.75', 'X': '3.25', '2': '2.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.15', '2': '2.69', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.78', 'X': '3.31', '2': '2.78', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:41 UTC,2018-02-24 15:00:00 UTC,Burnley,Southampton,Premier League 2017/2018,1,1,"0:0, 1:1",Turf Moor,Burnley,England,"[{'1': '3.30', 'X': '3.00', '2': '2.45', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '3.30', 'X': '3.05', '2': '2.43', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.27', 'X': '2.97', '2': '2.39', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '3.49', 'X': '3.12', '2': '2.42', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:45 UTC,2017-11-18 15:00:00 UTC,Burnley,Swansea,Premier League 2017/2018,2,0,"2:0, 0:0",Turf Moor,Burnley,England,"[{'1': '2.35', 'X': '2.95', '2': '3.65', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.28', 'X': '3.00', '2': '3.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.31', 'X': '2.93', '2': '3.50', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.41', 'X': '2.98', '2': '3.71', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:45 UTC,2017-08-12 16:30:00 UTC,Brighton,Manchester City,Premier League 2017/2018,0,2,"0:0, 0:2",Amex Stadium,Brighton,England,"[{'1': '11.75', 'X': '5.90', '2': '1.29', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '11.50', 'X': '5.80', '2': '1.27', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '10.08', 'X': '5.56', '2': '1.28', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '11.75', 'X': '6.15', '2': '1.29', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:45 UTC,2017-11-25 15:00:00 UTC,Tottenham,West Brom,Premier League 2017/2018,1,1,"0:1, 1:0",Wembley Stadium,London,England,"[{'1': '1.24', 'X': '6.10', '2': '13.50', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.21', 'X': '6.75', '2': '14.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.20', 'X': '6.25', '2': '13.75', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.26', 'X': '6.60', '2': '13.65', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:50 UTC,2018-02-24 15:00:00 UTC,West Brom,Huddersfield,Premier League 2017/2018,1,2,"0:0, 1:2",The Hawthorns,West Bromwich,England,"[{'1': '1.91', 'X': '3.35', '2': '4.70', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.87', 'X': '3.35', '2': '4.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.28', '2': '4.63', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.88', 'X': '3.44', '2': '5.01', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:30:50 UTC,2017-09-23 14:00:00 UTC,Burnley,Huddersfield,Premier League 2017/2018,0,0,"0:0, 0:0",Turf Moor,Burnley,England,"[{'1': '2.35', 'X': '3.10', '2': '3.35', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.25', 'X': '3.20', '2': '3.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.29', 'X': '3.10', '2': '3.33', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.41', 'X': '3.16', '2': '3.46', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
