scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2025-06-13 05:44:49 UTC,2019-10-05 14:00:00 UTC,Norwich,Aston Villa,Premier League 2019/2020,1,5,"0:2, 1:3",Carrow Road,Norwich,England,"[{'1': '2.35', 'X': '3.40', '2': '2.80', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.43', 'X': '3.60', '2': '2.85', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.36', 'X': '3.57', '2': '2.81', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.46', 'X': '3.62', '2': '2.90', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:44:49 UTC,2019-11-03 16:30:00 UTC,Everton,Tottenham,Premier League 2019/2020,1,1,"0:0, 1:1",Goodison Park,Liverpool,England,"[{'1': '2.40', 'X': '3.45', '2': '2.70', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.50', 'X': '3.55', '2': '2.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.43', 'X': '3.56', '2': '2.72', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.50', 'X': '3.60', '2': '2.70', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.54', 'X': '3.62', '2': '2.82', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:44:54 UTC,2020-02-09 14:00:00 UTC,Sheffield Utd,Bournemouth,Premier League 2019/2020,2,1,"1:1, 1:0",Bramall Lane,Sheffield,England,"[{'1': '1.69', 'X': '3.35', '2': '5.35', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.77', 'X': '3.45', '2': '5.40', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.74', 'X': '3.37', '2': '5.30', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.72', 'X': '3.50', '2': '5.25', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.81', 'X': '3.42', '2': '5.46', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:44:55 UTC,2019-08-10 16:30:00 UTC,Tottenham,Aston Villa,Premier League 2019/2020,3,1,"0:1, 3:0",Tottenham Hotspur Stadium,London,England,"[{'1': '1.33', 'X': '5.15', '2': '8.00', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.35', 'X': '5.40', '2': '9.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.32', 'X': '5.45', '2': '8.30', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.39', 'X': '5.35', '2': '8.42', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:44:54 UTC,2019-08-17 16:30:00 UTC,Manchester City,Tottenham,Premier League 2019/2020,2,2,"2:1, 0:1",Etihad Stadium,Manchester,England,"[{'1': '1.34', 'X': '5.30', '2': '7.25', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.36', 'X': '5.60', '2': '8.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.36', 'X': '5.23', '2': '7.64', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.37', 'X': '5.63', '2': '8.39', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:45:00 UTC,2020-02-24 20:00:00 UTC,Liverpool,West Ham,Premier League 2019/2020,3,2,"1:1, 2:1",Anfield,Liverpool,England,"[{'1': '1.12', 'X': '8.00', '2': '16.00', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.14', 'X': '8.50', '2': '19.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.15', 'X': '8.00', '2': '15.00', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.13', 'X': '9.00', '2': '17.00', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.15', 'X': '9.09', '2': '19.01', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:45:00 UTC,2020-06-30 19:15:00 UTC,Brighton,Manchester Utd,Premier League 2019/2020,0,3,"0:2, 0:1",Amex Stadium,Brighton,England,"[{'1': '7.00', 'X': '4.05', '2': '1.53', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '7.00', 'X': '4.25', '2': '1.52', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.60', 'X': '4.00', '2': '1.51', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '6.50', 'X': '4.20', '2': '1.53', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '7.42', 'X': '4.14', '2': '1.54', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:45:00 UTC,2020-07-19 13:00:00 UTC,Bournemouth,Southampton,Premier League 2019/2020,0,2,"0:1, 0:1",Vitality Stadium,Bournemouth,England,"[{'1': '2.45', 'X': '3.75', '2': '2.75', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.38', 'X': '3.80', '2': '2.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.41', 'X': '3.65', '2': '2.70', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.40', 'X': '3.75', '2': '2.70', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.46', 'X': '3.82', '2': '2.76', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:45:05 UTC,2020-07-17 19:00:00 UTC,West Ham,Watford,Premier League 2019/2020,3,1,"3:0, 0:1",London Stadium,London,England,"[{'1': '2.50', 'X': '2.90', '2': '3.40', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.55', 'X': '2.90', '2': '3.30', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.46', 'X': '2.85', '2': '3.30', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.45', 'X': '2.90', '2': '3.30', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.54', 'X': '2.92', '2': '3.39', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:45:05 UTC,2020-02-28 20:00:00 UTC,Norwich,Leicester,Premier League 2019/2020,1,0,"0:0, 1:0",Carrow Road,Norwich,England,"[{'1': '4.10', 'X': '3.80', '2': '1.87', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '4.10', 'X': '3.80', '2': '1.87', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.03', 'X': '3.76', '2': '1.83', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '4.20', 'X': '3.80', '2': '1.83', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '4.18', 'X': '3.89', '2': '1.88', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:45:05 UTC,2020-07-26 15:00:00 UTC,Newcastle,Liverpool,Premier League 2019/2020,1,3,"1:1, 0:2",St. James' Park,Newcastle,England,"[{'1': '5.50', 'X': '4.65', '2': '1.56', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '5.80', 'X': '4.70', '2': '1.52', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.40', 'X': '4.30', '2': '1.56', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '5.50', 'X': '4.60', '2': '1.53', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '5.42', 'X': '4.62', '2': '1.58', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:45:10 UTC,2020-07-15 17:00:00 UTC,Manchester City,Bournemouth,Premier League 2019/2020,2,1,"2:0, 0:1",Etihad Stadium,Manchester,England,"[{'1': '1.15', 'X': '8.75', '2': '16.25', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.13', 'X': '9.50', '2': '19.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.15', 'X': '8.20', '2': '15.00', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.14', 'X': '9.50', '2': '13.00', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.17', 'X': '8.49', '2': '14.53', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:45:10 UTC,2019-09-20 19:00:00 UTC,Southampton,Bournemouth,Premier League 2019/2020,1,3,"0:2, 1:1",St. Mary's Stadium,Southampton,England,"[{'1': '2.10', 'X': '3.40', '2': '3.25', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.16', 'X': '3.60', '2': '3.35', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.13', 'X': '3.49', '2': '3.28', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.17', 'X': '3.60', '2': '3.46', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
