scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2025-06-13 05:58:44 UTC,2022-04-19 19:00:00 UTC,Liverpool,Manchester Utd,Premier League 2021/2022,4,0,"2:0, 2:0",Anfield,Liverpool,England,"[{'1': '1.35', 'X': '5.75', '2': '8.00', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.75', '2': '9.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.34', 'X': '5.60', '2': '8.00', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.75', '2': '9.00', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.35', 'X': '5.73', '2': '9.01', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '1.34', 'X': '5.78', '2': '9.17', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:58:44 UTC,2021-12-19 14:00:00 UTC,Newcastle,Manchester City,Premier League 2021/2022,0,4,"0:2, 0:2",St. James' Park,Newcastle,England,"[{'1': '19.00', 'X': '9.50', '2': '1.13', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '20.50', 'X': '8.75', '2': '1.13', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '19.00', 'X': '8.80', '2': '1.13', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '21.00', 'X': '9.00', '2': '1.11', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '23.50', 'X': '10.00', '2': '1.13', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '23.50', 'X': '10.00', '2': '1.13', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:58:49 UTC,2021-08-22 15:30:00 UTC,Arsenal,Chelsea,Premier League 2021/2022,0,2,"0:2, 0:0",Emirates Stadium,London,England,"[{'1': '4.45', 'X': '3.65', '2': '1.83', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '4.75', 'X': '3.50', '2': '1.83', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.30', 'X': '3.50', '2': '1.87', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.50', '2': '1.85', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '4.58', 'X': '3.55', '2': '1.90', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.56', '2': '1.93', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:58:49 UTC,2022-05-15 15:30:00 UTC,Everton,Brentford,Premier League 2021/2022,2,3,"2:1, 0:2",Goodison Park,Liverpool,England,"[{'1': '1.90', 'X': '3.60', '2': '4.25', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.60', '2': '4.30', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.70', '2': '4.10', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.50', '2': '4.20', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.94', 'X': '3.63', '2': '4.29', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '1.93', 'X': '3.64', '2': '4.32', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:58:49 UTC,2021-12-28 15:00:00 UTC,Watford,West Ham,Premier League 2021/2022,1,4,"1:2, 0:2",Vicarage Road,Watford,England,"[{'1': '3.40', 'X': '3.65', '2': '2.05', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '3.25', 'X': '3.55', '2': '2.15', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.50', 'X': '3.70', '2': '2.03', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '3.60', 'X': '3.75', '2': '1.95', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '3.40', 'X': '3.60', '2': '2.17', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '3.59', 'X': '3.84', '2': '2.07', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:58:54 UTC,2021-10-16 14:00:00 UTC,Leicester,Manchester Utd,Premier League 2021/2022,4,2,"1:1, 3:1",King Power Stadium,Leicester,England,"[{'1': '3.40', 'X': '3.60', '2': '2.15', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '3.85', 'X': '3.75', '2': '1.94', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.60', 'X': '3.80', '2': '1.96', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '3.60', 'X': '3.75', '2': '1.95', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '3.75', 'X': '3.96', '2': '2.00', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '3.70', 'X': '3.97', '2': '1.99', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:58:54 UTC,2021-09-26 15:30:00 UTC,Arsenal,Tottenham,Premier League 2021/2022,3,1,"3:0, 0:1",Emirates Stadium,London,England,"[{'1': '2.20', 'X': '3.45', '2': '3.40', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.30', '2': '3.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.21', 'X': '3.35', '2': '3.35', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.15', 'X': '3.40', '2': '3.40', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.24', 'X': '3.41', '2': '3.53', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '2.25', 'X': '3.40', '2': '3.53', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:58:53 UTC,2021-08-21 14:00:00 UTC,Crystal Palace,Brentford,Premier League 2021/2022,0,0,"0:0, 0:0",Selhurst Park,London,England,"[{'1': '2.65', 'X': '3.15', '2': '2.90', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.20', '2': '2.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.65', 'X': '3.05', '2': '2.90', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.60', 'X': '3.20', '2': '2.80', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.68', 'X': '3.20', '2': '2.97', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '2.68', 'X': '3.20', '2': '2.97', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:58:58 UTC,2022-01-23 14:00:00 UTC,Crystal Palace,Liverpool,Premier League 2021/2022,1,3,"0:2, 1:1",Selhurst Park,London,England,"[{'1': '5.75', 'X': '4.15', '2': '1.55', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '5.75', 'X': '4.10', '2': '1.57', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.80', 'X': '4.20', '2': '1.56', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '5.75', 'X': '4.20', '2': '1.55', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '6.25', 'X': '4.30', '2': '1.58', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '6.26', 'X': '4.27', '2': '1.58', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:58:58 UTC,2022-01-22 12:30:00 UTC,Everton,Aston Villa,Premier League 2021/2022,0,1,"0:1, 0:0",Goodison Park,Liverpool,England,"[{'1': '2.70', 'X': '3.30', '2': '2.60', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.88', 'X': '3.40', '2': '2.55', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.65', 'X': '3.30', '2': '2.70', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.40', '2': '2.62', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.66', 'X': '3.63', '2': '2.71', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '2.65', 'X': '3.63', '2': '2.69', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:58:58 UTC,2021-08-14 11:30:00 UTC,Manchester Utd,Leeds,Premier League 2021/2022,5,1,"1:0, 4:1",Old Trafford,Manchester,England,"[{'1': '1.66', 'X': '4.05', '2': '5.00', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.64', 'X': '4.20', '2': '5.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.65', 'X': '4.20', '2': '4.90', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.61', 'X': '4.20', '2': '5.25', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.66', 'X': '4.20', '2': '5.40', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '1.67', 'X': '4.20', '2': '5.40', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:59:03 UTC,2022-03-05 12:30:00 UTC,Leicester,Leeds,Premier League 2021/2022,1,0,"0:0, 1:0",King Power Stadium,Leicester,England,"[{'1': '2.00', 'X': '3.80', '2': '3.55', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.95', 'X': '3.80', '2': '3.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.03', 'X': '3.75', '2': '3.45', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.05', 'X': '3.60', '2': '3.60', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.14', 'X': '3.75', '2': '3.56', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '2.14', 'X': '3.69', '2': '3.51', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:59:02 UTC,2021-11-20 17:30:00 UTC,Liverpool,Arsenal,Premier League 2021/2022,4,0,"1:0, 3:0",Anfield,Liverpool,England,"[{'1': '1.52', 'X': '4.60', '2': '5.75', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.53', 'X': '4.70', '2': '5.60', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.50', 'X': '4.75', '2': '5.75', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.54', 'X': '4.70', '2': '6.11', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '1.55', 'X': '4.68', '2': '6.09', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:59:03 UTC,2022-05-22 15:00:00 UTC,Liverpool,Wolves,Premier League 2021/2022,3,1,"1:1, 2:0",Anfield,Liverpool,England,"[{'1': '1.14', 'X': '9.75', '2': '20.00', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.14', 'X': '8.25', '2': '17.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.14', 'X': '9.20', '2': '19.00', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.12', 'X': '9.00', '2': '17.00', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.14', 'X': '10.00', '2': '19.50', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '1.14', 'X': '9.75', '2': '19.00', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:59:07 UTC,2021-12-26 15:00:00 UTC,Tottenham,Crystal Palace,Premier League 2021/2022,3,0,"2:0, 1:0",Tottenham Hotspur Stadium,London,England,"[{'1': '1.71', 'X': '3.75', '2': '4.90', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.71', 'X': '3.75', '2': '4.90', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.80', '2': '5.00', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.80', '2': '5.00', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.75', 'X': '3.86', '2': '5.11', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '1.75', 'X': '3.87', '2': '5.14', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:59:07 UTC,2021-10-02 14:00:00 UTC,Chelsea,Southampton,Premier League 2021/2022,3,1,"1:0, 2:1",Stamford Bridge,London,England,"[{'1': '1.43', 'X': '4.65', '2': '7.75', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.44', 'X': '4.75', '2': '7.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.36', 'X': '4.80', '2': '9.20', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.40', 'X': '4.75', '2': '8.00', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.46', 'X': '4.75', '2': '7.77', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '1.46', 'X': '4.71', '2': '7.79', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:59:07 UTC,2021-11-06 15:00:00 UTC,Chelsea,Burnley,Premier League 2021/2022,1,1,"1:0, 0:1",Stamford Bridge,London,England,"[{'1': '1.28', 'X': '5.50', '2': '12.00', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.20', 'X': '6.75', '2': '15.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.27', 'X': '5.80', '2': '11.00', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.22', 'X': '6.00', '2': '15.00', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.29', 'X': '5.75', '2': '13.04', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '1.29', 'X': '5.77', '2': '13.05', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:59:14 UTC,2022-05-11 18:45:00 UTC,Leicester,Norwich,Premier League 2021/2022,3,0,"0:0, 3:0",King Power Stadium,Leicester,England,"[{'1': '1.33', 'X': '5.75', '2': '9.00', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.40', '2': '9.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.32', 'X': '5.80', '2': '9.00', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.50', '2': '8.50', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.35', 'X': '5.60', '2': '9.69', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '1.36', 'X': '5.51', '2': '9.35', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:59:13 UTC,2021-08-28 14:00:00 UTC,Aston Villa,Brentford,Premier League 2021/2022,1,1,"1:1, 0:0",Villa Park,Birmingham,England,"[{'1': '2.10', 'X': '3.25', '2': '3.90', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.04', 'X': '3.30', '2': '4.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.06', 'X': '3.25', '2': '3.90', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.00', 'X': '3.25', '2': '4.00', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.11', 'X': '3.32', '2': '4.05', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '2.10', 'X': '3.33', '2': '4.07', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:59:14 UTC,2022-03-12 15:00:00 UTC,Brentford,Burnley,Premier League 2021/2022,2,0,"0:0, 2:0",Brentford Community Stadium,London,England,"[{'1': '2.15', 'X': '3.25', '2': '3.70', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.05', 'X': '3.25', '2': '3.85', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.10', 'X': '3.25', '2': '3.75', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '2.05', 'X': '3.25', '2': '3.80', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.14', 'X': '3.38', '2': '4.02', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '2.14', 'X': '3.37', '2': '3.88', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:59:19 UTC,2022-02-12 15:00:00 UTC,Brentford,Crystal Palace,Premier League 2021/2022,0,0,"0:0, 0:0",Brentford Community Stadium,London,England,"[{'1': '2.70', 'X': '3.00', '2': '3.00', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '2.80', 'X': '3.00', '2': '2.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.00', 'X': '3.00', '2': '2.60', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '3.00', 'X': '3.10', '2': '2.50', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '3.12', 'X': '3.26', '2': '2.57', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '3.14', 'X': '3.28', '2': '2.49', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
2025-06-13 05:59:19 UTC,2021-12-28 20:00:00 UTC,Leicester,Liverpool,Premier League 2021/2022,1,0,"0:0, 1:0",King Power Stadium,Leicester,England,"[{'1': '8.25', 'X': '6.00', '2': '1.31', 'bookmaker_name': '10bet', 'period': 'FullTime'}, {'1': '9.75', 'X': '6.50', '2': '1.27', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '8.40', 'X': '6.20', '2': '1.30', 'bookmaker_name': 'bet-at-home', 'period': 'FullTime'}, {'1': '9.00', 'X': '6.00', '2': '1.28', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '7.50', 'X': '5.76', '2': '1.37', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'1': '8.27', 'X': '6.23', '2': '1.33', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}]"
